review_point,paper_id,focused_review,grounding_specificity_label,chatgpt_grounding_specificity_definitions_score,chatgpt_grounding_specificity_definitions_rationale,chatgpt_grounding_specificity_definitions_examples_score,chatgpt_grounding_specificity_definitions_examples_rationale,chatgpt_grounding_specificity_definitions_incontext_learning_score,chatgpt_grounding_specificity_definitions_incontext_learning_rationale
"1. The paper raises two hypotheses in lines 078-086 about multilinguality and country/language-specific bias. While I don't think the hypotheses are phrased optimally (could they be tested as given?), their underlying ideas are valuable. However, the paper actually does not really study these hypotheses (nor are they even mentioned/discussed again). I found this not only misleading, but I would have also liked the paper to go deeper into the respective topics, at least to some extent.",ARR_2022_215_review,"1. The paper raises two hypotheses in lines 078-086 about multilinguality and country/language-specific bias. While I don't think the hypotheses are phrased optimally (could they be tested as given?), their underlying ideas are valuable. However, the paper actually does not really study these hypotheses (nor are they even mentioned/discussed again). I found this not only misleading, but I would have also liked the paper to go deeper into the respective topics, at least to some extent. 2. It seemed a little disappointing to me that the 212 new pairs have _not_ been translated to English (if I'm not mistaken). To really make this dataset a bilingual resource, it would be good to have all pairs in both languages. In the given way, it seems that ultimately only the French version was of interest to the study - unlike it is claimed initially.
3. Almost no information about the reliability of the translations and the annotations is given (except for the result of the translation checking in line 285), which seems unsatisfying to me. To assess the translations, more information about the language/translation expertise of the authors would be helpful (I don't think this violates anonymity). For the annotations, I would expect some measure of inter-annotator agreement.
4. The metrics in Tables 4 and 5 need explanation, in order to make the paper self-contained. Without going to the original paper on CrowS-pairs, the values are barely understandable. Also, information on the values ranges should be given as well as whether higher or lower values are better.
- 066: social contexts >> I find this term misleading here, since the text seems to be about countries/language regions.
- 121: Deviding 1508 into 16*90 = 1440 cases cannot be fully correct. What about the remaining 68 cases?
- 241: It would also be good to state the maximum number of tasks done by any annotator.
- Table 3: Right-align the numeric columns.
- Table 4 (1): Always use the same number of decimal places, for example 61.90 instead of 61.9 to match the other values. This would increase readability. - Table 4 (2): The table exceeds the page width; that needs to be fixed.
- Tables 4+5 (1): While I undersand the layout problem, the different approaches would be much easier to compare if tables and columns were flipped (usually, one approach per row, one metric per column). - Tables 4+5 (2): What's the idea of showing the run-time? I didn't see for what this is helpful.
- 305/310: Marie/Mary >> I think these should be written the same.
- 357: The text speaks of ""53"", but I believe the value ""52.9"" from Table 4 is meant. In my view, such rounding makes understanding harder rather than helping.
- 575/577: ""1/"" and ""2/"" >> Maybe better use ""(1)"" and ""(2)""; confused me first.",5.0,5,"the review point is fully grounded and specific. it explicitly mentions the exact location in the paper (lines 078-086) where two hypotheses about multilinguality and country/language-specific bias are raised. the reviewer also clearly specifies the issue: these hypotheses are not further studied or discussed in the paper, which is misleading. furthermore, they suggest that the paper should delve deeper into these topics. this detailed feedback provides precise guidance on how the authors could improve the draft, by either addressing these hypotheses further or revising their presentation.",5,"the review comment is fully grounded as it explicitly mentions specific lines (078-086) where the two hypotheses about multilinguality and country/language-specific bias are discussed. additionally, the comment is specific because it identifies the issue: the hypotheses are not studied further in the paper and are not mentioned or discussed again, which is misleading. the reviewer clearly states that while the phrasing of the hypotheses might not be optimal, their underlying ideas are valuable and should be explored further in the paper. this feedback provides the authors with a clear understanding of what part of the paper is addressed and what the issue is, which helps them know where and how to improve their draft.",5,"the comment is fully grounded as it explicitly mentions where in the paper the hypotheses are raised (lines 078-086). it also specifically details the issue, which is that these hypotheses are not studied or discussed further in the paper. the comment provides clear guidance on what needs to be addressed with suggestions to delve deeper into these topics."
"- Table 4 needs a little more clarification, what splits are used for obtaining the ATIS numbers? I thank the authors for their response.",ACL_2017_726_review,"- Claims of being comparable to state of the art when the results on GeoQuery and ATIS do not support it. General Discussion: This is a sound work of research and could have future potential in the way semantic parsing for downstream applications is done. I was a little disappointed with the claims of “near-state-of-the-art accuracies” on ATIS and GeoQuery, which doesn’t seem to be the case (8 points difference from Liang et. al., 2011)). And I do not necessarily think that getting SOTA numbers should be the focus of the paper, it has its own significant contribution. I would like to see this paper at ACL provided the authors tone down their claims, in addition I have some questions for the authors.
- What do the authors mean by minimal intervention? Does it mean minimal human intervention, because that does not seem to be the case. Does it mean no intermediate representation? If so, the latter term should be used, being less ambiguous.
- Table 6: what is the breakdown of the score by correctness and incompleteness?
What % of incompleteness do these queries exhibit?
- What is expertise required from crowd-workers who produce the correct SQL queries? - It would be helpful to see some analysis of the 48% of user questions which could not be generated.
- Figure 3 is a little confusing, I could not follow the sharp dips in performance without paraphrasing around the 8th/9th stages. - Table 4 needs a little more clarification, what splits are used for obtaining the ATIS numbers?
I thank the authors for their response.",5.0,5,"the review point is fully grounded as it explicitly mentions 'table 4', allowing authors to easily identify the part of the paper being addressed. it is also specific because it clearly specifies what needs to be addressed regarding table 4, namely, clarification on the splits used for obtaining the atis numbers. this specificity can effectively guide the authors in improving their draft by providing the needed clarification.",5,"the review point is fully grounded and specific. it explicitly mentions 'table 4', allowing the authors to easily identify which part of the paper is being addressed. it is specific because it clearly asks for clarification on 'what splits are used for obtaining the atis numbers', providing clear guidance on what information needs to be added or clarified. this comment will help the authors improve their draft by addressing a specific gap in the information provided in table 4.",5,the comment is fully grounded as it explicitly mentions table 4. it clearly specifies what clarification is needed regarding the splits used for obtaining the atis numbers. the additional sentence thanking the authors for their response does not detract from the grounding or specificity of the comment.
"1.The spurious features in Section 3.1 and 3.2 are very similar to backdoor triggers. They both are some artificial patterns that only appear a few times in the training set. For example, Chen et al. (2017) use random noise patterns. Gu et al. (2019) [1] use single-pixel and simple patterns as triggers. It is well-known that a few training examples with such triggers (rare spurious examples in this paper) would have a large impact on the trained model.",ICLR_2023_3449,"1.The spurious features in Section 3.1 and 3.2 are very similar to backdoor triggers. They both are some artificial patterns that only appear a few times in the training set. For example, Chen et al. (2017) use random noise patterns. Gu et al. (2019) [1] use single-pixel and simple patterns as triggers. It is well-known that a few training examples with such triggers (rare spurious examples in this paper) would have a large impact on the trained model.
2.How neural nets learn natural rare spurious correlations is unknown to the community (to the best of my knowledge). However, most of analysis and ablation studies use the artificial patterns instead of natural spurious correlations. Duplicating the same artificial pattern for multiple times is different from natural spurious features, which are complex and different in every example.
3.What’s the experiment setup in Section 3.3? (data augmentation methods, learning rate, etc.).
[1]: BadNets: Evaluating Backdooring Attacks on Deep Neural Networks. https://messlab.moyix.net/papers/badnets_ieeeaccess19.pdf",5.0,5,"the review point explicitly mentions which parts of the paper it addresses, namely section 3.1 and 3.2, identifying the topic of spurious features. it provides comparison with well-known concepts, backdoor triggers, and gives specific examples from external work (chen et al. (2017) and gu et al. (2019)) to describe what is meant by artificial patterns used as triggers. this helps the authors understand both the parts of the paper that should be reconsidered and the nature of the critique, offering a clear pathway for improvement.",5,"the review point is fully grounded and specific. it explicitly references specific sections of the paper (section 3.1 and 3.2), thus providing full grounding. the comment is specific about the issue, drawing a comparison between spurious features in the paper and backdoor triggers, which are artificial patterns appearing infrequently in the training set. it even provides examples from external work by referencing chen et al. (2017) and gu et al. (2019) to clarify the issue. the detail helps the authors understand precisely which parts of their paper need attention and why, providing clear guidance for improvement.",5,"the comment is fully grounded as it specifically mentions sections 3.1 and 3.2, making it easy for authors to know what part of the paper is being addressed. additionally, it is specific as it discusses the similarity of spurious features to backdoor triggers and provides examples from external work, detailing what is wrong or needs to be considered concerning these sections."
"2. The evaluation on the word analogy task seems a bit unfair given that the semantic relations are explicitly encoded by the sememes, as the authors themselves point out (more details below).",ACL_2017_318_review,"1. Presentation and clarity: important details with respect to the proposed models are left out or poorly described (more details below). Otherwise, the paper generally reads fairly well; however, the manuscript would need to be improved if accepted.
2. The evaluation on the word analogy task seems a bit unfair given that the semantic relations are explicitly encoded by the sememes, as the authors themselves point out (more details below).
- General Discussion: 1. The authors stress the importance of accounting for polysemy and learning sense-specific representations. While polysemy is taken into account by calculating sense distributions for words in particular contexts in the learning procedure, the evaluation tasks are entirely context-independent, which means that, ultimately, there is only one vector per word -- or at least this is what is evaluated. Instead, word sense disambiguation and sememe information are used for improving the learning of word representations. This needs to be clarified in the paper.
2. It is not clear how the sememe embeddings are learned and the description of the SSA model seems to assume the pre-existence of sememe embeddings. This is important for understanding the subsequent models. Do the SAC and SAT models require pre-training of sememe embeddings?
3. It is unclear how the proposed models compare to models that only consider different senses but not sememes. Perhaps the MST baseline is an example of such a model? If so, this is not sufficiently described (emphasis is instead put on soft vs. hard word sense disambiguation). The paper would be stronger with the inclusion of more baselines based on related work.
4. A reasonable argument is made that the proposed models are particularly useful for learning representations for low-frequency words (by mapping words to a smaller set of sememes that are shared by sets of words). Unfortunately, no empirical evidence is provided to test the hypothesis. It would have been interesting for the authors to look deeper into this. This aspect also does not seem to explain the improvements much since, e.g., the word similarity data sets contain frequent word pairs.
5. Related to the above point, the improvement gains seem more attributable to the incorporation of sememe information than word sense disambiguation in the learning procedure. As mentioned earlier, the evaluation involves only the use of context-independent word representations. Even if the method allows for learning sememe- and sense-specific representations, they would have to be aggregated to carry out the evaluation task.
6. The example illustrating HowNet (Figure 1) is not entirely clear, especially the modifiers of ""computer"".
7. It says that the models are trained using their best parameters. How exactly are these determined? It is also unclear how K is set -- is it optimized for each model or is it randomly chosen for each target word observation? Finally, what is the motivation for setting K' to 2?",5.0,4,"the review point is fully grounded as it references a specific part of the paper, namely the 'evaluation on the word analogy task' and mentions that 'the semantic relations are explicitly encoded by the sememes.' this gives clear cues to the authors about which section is being addressed. however, it is under-specific in detailing what exactly is unfair about the evaluation or how it should be improved beyond the acknowledgment of a potential bias. the rationale lacks detailed specifics about what makes the evaluation unfair or any concrete suggestions for improvement.",5,"the comment is fully grounded as it explicitly refers to the evaluation on the word analogy task, making it clear which part of the paper is being addressed. it is also specific because it mentions the core issue—the fairness of the evaluation given that semantic relations are explicitly encoded by the sememes. additionally, it references that the authors themselves acknowledge this point, suggesting a need for more detailed exploration in this area. this level of detail and grounding provides clear guidance that can help authors improve their draft.",4,"the comment is fully grounded as it refers to a specific task, the word analogy task, and also notes the potential issue with the evaluation being possibly unfair. however, while it hints at the reason (semantic relations are explicitly encoded by the sememes), it could provide more details or suggestions on how to address the fairness issue, thus lacking in specificity."
"2. For results shown in Table 3, how to interpret: (a) For Chinese MOS-Q, NVSB is comparable to GT Mel A. (b) For Chinese and English MOS-V, Baseline and NVSB have overlapping 95% CI.",ARR_2022_12_review,"I feel the design of NVSB and some experimental results need more explanation (more information in the section below).
1. In Figure 1, given experimental dataset have paired amateur and professional recordings from the same singer, what are the main rationals for (a) Having a separate timbre encoder module (b) SADTW takes outputs of content encoder (and not timbre encoder) as input?
2. For results shown in Table 3, how to interpret: (a) For Chinese MOS-Q, NVSB is comparable to GT Mel A. (b) For Chinese and English MOS-V, Baseline and NVSB have overlapping 95% CI.",5.0,5,"the review point is fully grounded as it explicitly mentions 'table 3' and specific metrics such as 'chinese mos-q' and 'chinese and english mos-v,' allowing the authors to accurately identify which part of the paper is being addressed. it is also specific as it raises questions about the interpretation of specific results within that table, specifically pointing out issues with the comparability of nvsb to gt mel a and the overlap in 95% ci for baseline and nvsb. this detailed feedback helps the authors clearly understand what needs to be addressed.",5,"the review comment explicitly mentions that it addresses the results shown in table 3, which provides full grounding. the comment then specifies the issues to be addressed: (a) the comparable nature of nvsb to gt mel a for chinese mos-q, and (b) the overlapping 95% ci for baseline and nvsb for chinese and english mos-v. this level of detail clearly guides the authors on what needs interpretation and potential improvement, thus making it fully grounded and specific.",5,"the comment is fully grounded as it explicitly mentions table 3 and specifically highlights what interpretation issues need to be addressed regarding the results for chinese mos-q and chinese and english mos-v with respect to nvsb, gt mel a, baseline, and overlapping 95% ci."
"4. Section 3.2.1: The first expression for J ( θ ) is incorrect, which should be Q ( s t 0 , π θ ( s t 0 ) ) .",ICLR_2021_863,"Weakness 1. The presentation of the paper should be improved. Right now all the model details are placed in the appendix. This can cause confusion for readers reading the main text. 2. The necessity of using techniques includes Distributional RL and Deep Sets should be explained more thoroughly. From this paper, the illustration of Distributional RL lacks clarity. 3. The details of state representation are not explained clear. For an end-to-end method like DRL, it is crucial for state representation for training a good agent, as for network architecture. 4. The experiments are not comprehensive for validating that this algorithm works well in a wide range of scenarios. The efficiency, especially the time efficiency of the proposed algorithm, is not shown. Moreover, other DRL benchmarks, e.g., TD3 and DQN, should also be compared with. 5. There are typos and grammar errors.
Detailed Comments 1. Section 3.1, first paragraph, quotation mark error for ""importance"". 2. Appendix A.2 does not illustrate the state space representation of the environment clearly. 3. The authors should state clearly as to why the complete state history is enough to reduce POMDP for the no-CSI case. 4. Section 3.2.1: The first expression for J ( θ )
is incorrect, which should be Q ( s t 0 , π θ ( s t 0 ) )
. 5. The paper did not explain Figure 2 clearly. In particular, what does the curve with the label ""Expected"" in Fig. 2(a) stand for? Not to mention there are multiple misleading curves in Fig. 2(b)&(c). The benefit of introducing distributional RL is not clearly explained. 6. In Table 1, only 4 classes of users are considered in the experiment sections, which might not be in accordance with practical situations, where there can be more classes of users in the real system and more user numbers. 7. In the experiment sections, the paper only showed the Satisfaction Probability of the proposed method is larger than conventional methods. The algorithm complexity, especially the time complexity of the proposed method in an ultra multi-user scenario, is not shown. 8. There is a large literature on wireless scheduling with latency guarantees from the networking community, e.g., Sigcomm, INFOCOM, Sigmetrics. Representative results there should also be discussed and compared with.
====== post rebuttal: My concern regarding the experiments remains. I will keep my score unchanged.",5.0,5,"the review point is fully grounded as it explicitly references a specific section (3.2.1) and a particular expression in the paper. it is clear to the authors which part is being addressed. additionally, the review point is very specific as it identifies the exact issue with the expression for j ( θ ) and provides the correct version it should be, allowing the authors to make the necessary correction. this level of detail both grounds the comment fully and clearly specifies the needed revision, thus meriting a score of 5.",5,"the review comment is fully grounded and specific. it explicitly mentions section 3.2.1, allowing the authors to confidently identify the part of the paper being addressed. additionally, it specifies that the first expression for j(θ) is incorrect and provides the corrected form as q(s t0, π θ(s t0)), clearly detailing what needs to be addressed.",5,the comment is fully grounded as it explicitly mentions section 3.2.1 and the specific expression for j(θ) that is incorrect. it provides precise information on what needs to be addressed by specifying the correct expression. this level of detail helps the authors identify the exact issue and make the necessary correction.
- 241: It would also be good to state the maximum number of tasks done by any annotator.,ARR_2022_215_review,"1. The paper raises two hypotheses in lines 078-086 about multilinguality and country/language-specific bias. While I don't think the hypotheses are phrased optimally (could they be tested as given?), their underlying ideas are valuable. However, the paper actually does not really study these hypotheses (nor are they even mentioned/discussed again). I found this not only misleading, but I would have also liked the paper to go deeper into the respective topics, at least to some extent. 2. It seemed a little disappointing to me that the 212 new pairs have _not_ been translated to English (if I'm not mistaken). To really make this dataset a bilingual resource, it would be good to have all pairs in both languages. In the given way, it seems that ultimately only the French version was of interest to the study - unlike it is claimed initially.
3. Almost no information about the reliability of the translations and the annotations is given (except for the result of the translation checking in line 285), which seems unsatisfying to me. To assess the translations, more information about the language/translation expertise of the authors would be helpful (I don't think this violates anonymity). For the annotations, I would expect some measure of inter-annotator agreement.
4. The metrics in Tables 4 and 5 need explanation, in order to make the paper self-contained. Without going to the original paper on CrowS-pairs, the values are barely understandable. Also, information on the values ranges should be given as well as whether higher or lower values are better.
- 066: social contexts >> I find this term misleading here, since the text seems to be about countries/language regions.
- 121: Deviding 1508 into 16*90 = 1440 cases cannot be fully correct. What about the remaining 68 cases?
- 241: It would also be good to state the maximum number of tasks done by any annotator.
- Table 3: Right-align the numeric columns.
- Table 4 (1): Always use the same number of decimal places, for example 61.90 instead of 61.9 to match the other values. This would increase readability. - Table 4 (2): The table exceeds the page width; that needs to be fixed.
- Tables 4+5 (1): While I undersand the layout problem, the different approaches would be much easier to compare if tables and columns were flipped (usually, one approach per row, one metric per column). - Tables 4+5 (2): What's the idea of showing the run-time? I didn't see for what this is helpful.
- 305/310: Marie/Mary >> I think these should be written the same.
- 357: The text speaks of ""53"", but I believe the value ""52.9"" from Table 4 is meant. In my view, such rounding makes understanding harder rather than helping.
- 575/577: ""1/"" and ""2/"" >> Maybe better use ""(1)"" and ""(2)""; confused me first.",5.0,4,"the comment is fully grounded as it clearly refers to something specific that should be mentioned in the paper: the maximum number of tasks done by any annotator. it is obvious to the authors which part of the paper this would refer to, likely the section discussing annotation details or methodology. however, the comment lacks specificity in that it does not elaborate on why this information is important or what impact it might have, thus it is under-specific.",4,"the review point is fully grounded as it refers to a specific element within the paper ('241'), which likely indicates a line number or reference point that the authors can easily identify. however, the comment is under-specific as it does not provide further details on why stating the maximum number of tasks done by any annotator is necessary or how this information will improve the manuscript. it indicates what information should be added but not the reasoning behind this suggestion.",4,"the comment is fully grounded because it explicitly mentions line 241, allowing the authors to easily identify the part of the paper being addressed. however, while it indicates what information (maximum number of tasks done by any annotator) should be added, it does not elaborate on why this information is important or how it would improve the draft, which makes it less specific."
"- The parameters in Table 1, the model and the experiments seem to be only good for image data and ViT. Did the authors try to apply the same principles to other areas research areas such as NLP or simpler models in the image domain (CNNs)? I understand the latter might be due to the focus about state of the art performance, but it would show that the method can generalize to different architectures and tasks, not just transformers in vision.",ICLR_2023_2934,"- Fig. 1 leaves me with some doubts. It would seem that the private task is solved by using only a head operating on the learned layer for the green task (devanagari). This is at least what I would expect for the claims of the method to still uphold, because if the private task head can alter the weights of the Transformer layer 1 then information from the private task is flowing into the network. I would appreaciate if the authors could clarify this.
- Overall a lot of choices seem to lead towards the necessity for large compute power. The choice of modifying hyperparameters only by a one-hop neighbor is quite restrictive and it implies that we have to evolve/search for quite a while before stumbling on the correct hyperparams. The layer cloning and mutation probability hyperparameter is set at random by the evolutionary process, implying that the level of overall randomicity is very high and therefore large training times are needed to get stable results or be able to reproduce the claimed results (considering the authors use DNN architectures). The authors mention that ""the score can be defined to optimize a mixture of factors depending on application requirements"". It would have been nice to see what the tradeoff between training time and model size vs optimal multi-task performance is, especially considering these high levels of randomicity present in the proposed approach. (and also for others to be able to reproduce somewhat similar results on lesser compute).
- The parameters in Table 1, the model and the experiments seem to be only good for image data and ViT. Did the authors try to apply the same principles to other areas research areas such as NLP or simpler models in the image domain (CNNs)? I understand the latter might be due to the focus about state of the art performance, but it would show that the method can generalize to different architectures and tasks, not just transformers in vision.",5.0,5,"the review point is fully grounded and specific. it explicitly mentions the parameters in 'table 1' and clearly addresses the parts of the paper related to the model and experiments, specifically concerning their application to image data and vit. the comment is also specific in suggesting that the authors try to apply the principles to other research areas such as nlp and simpler models in the image domain (cnns). furthermore, the reviewer provides reasoning by acknowledging the current focus on state-of-the-art performance but suggests that demonstrating the method's generalization to different architectures and tasks would be beneficial. this detailed feedback provides clear guidance for the authors on areas for potential improvement and broadening the scope of their work.",5,"the review point is fully grounded because it explicitly mentions table 1, specifying which part of the paper it addresses. it also raises a question regarding the generalizability of the parameters, model, and experiments beyond image data and vit, indicating the need to explore other research areas such as nlp or simpler models like cnns. additionally, it clarifies why this exploration is relevant, as it would demonstrate the method's ability to apply to different architectures and tasks. the comment is specific in what it suggests should be addressed, thus fulfilling both grounding and specificity requirements.",4,"the comment is fully grounded as it explicitly references table 1, making it clear which part of the paper is being addressed. however, it is not as specific as it could be; it raises questions about the applicability of the model to other research areas without pinpointing a specific issue in the table or the model that might be problematic if applied elsewhere."
1. The experimental comparisons are not enough. Some methods like MoCo and SimCLR also test the results with wider backbones like ResNet50 (2×) and ResNet50 (4×). It would be interesting to see the results of proposed InvP with these wider backbones.,NIPS_2020_295,"1. The experimental comparisons are not enough. Some methods like MoCo and SimCLR also test the results with wider backbones like ResNet50 (2×) and ResNet50 (4×). It would be interesting to see the results of proposed InvP with these wider backbones. 2. Some methods use epochs and pretrain epochs as 200, while the reported InvP uses 800 epochs. What are the results of InvP with epochs as 200? It would be more clear after adding these results into the tables. 3. The proposed method adopts memory bank to update vi, as detailed in the beginning of Sec.3. What the results would be when adopting momentum queue and current batch of features? As the results of SimCLR and MoCo are better than InsDis, it would be nice to have those results.",5.0,5,"the review point is fully grounded and specific. it explicitly addresses the experimental comparisons section by mentioning methods like moco and simclr that test results with wider backbones, such as resnet50 (2×) and resnet50 (4×). the specificity is high as it clearly states the expectation for the authors to consider evaluating their proposed invp method using these wider backbones. authors can clearly identify the part of the paper being addressed and the missing aspect in their experimental comparisons.",5,"this review point is fully grounded and specific. it explicitly identifies the part of the paper related to 'experimental comparisons' and specifies what needs to be addressed by mentioning specific methods ('moco and simclr') and the idea of testing results with 'wider backbones like resnet50 (2×) and resnet50 (4×)'. this level of detail allows the authors to easily understand what improvements or additional experiments are being suggested, making it highly useful for helping authors improve their draft.",3,"the comment is weakly grounded because it does not specify where in the paper the experimental comparisons are discussed. however, it clearly specifies what needs to be addressed, namely the inclusion of experimental comparisons with wider backbones like resnet50 (2×) and resnet50 (4×)."
"5. **(Performance of TTA methods)** This is an interesting observation, that using non-standard benchmarks breaks a lot of popular TTA methods. If the authors can evaluate TTA on more conditions of natural distribution shift, like WILDS [9], it could really strengthen the paper.",X4ATu1huMJ,"**Overall comment**
The paper discusses evaluating TTA methods across multiple settings, and how to choose the correct method during test-time. I would argue most of the methods/model selection strategies that are discussed in the paper are not novel and/or existed before, and the paper does not have a lot of algorithmic innovation.
While this discussion unifies various prior methods and can be a valuable guideline for practitioners to choose the appropriate TTA method, there needs to be more experiments to make it a compelling paper (i.e., add MEMO [1] as a method of comparison, add WILDS-Camelyon 17 [9], WILDS-FMoW [9], ImageNet-A [7], CIFAR-10.1 [8] as dataset benchmarks). But I do feel the problem setup is very important, and adding more experiments and a bit of rewriting can make the paper much stronger.
**Abstract and Introduction**
1. The paper mentions model restarting to avoid error propagation. There has been important work in TTA, where the model adapts its parameters to only one test example at a time, and reverts back to the initial (pre-trained) weights after it has made the prediction, doing the process all over for the next test example. This is also an important setting to consider, where only one test example is available, and one cannot rely on batches of data from a stream. For example, see MEMO [1].
2. (nitpicking, not important to include in the paper) “under extremely long scenarios all existing TTA method results in degraded performance”, while this is true, the paper does not mention some recent works that helps alleviate this. E.g., MEMO [1] in the one test example at a time scenario, or MEMO + surgical FT [2] where MEMO is used in the online setting, but parameter-efficient updating helps with feature distortion/performance degradation. So the claim is outdated.
3. It would be good to cite relevant papers such as [4] as prior works that look into model selection strategies (but not for TTA setting) to motivate the problem statement.
**Section 3.2, model selection strategies in TTA**
1. While accuracy-on-the-line [3] shows correlation between source (ID) and target (OOD) accuracies, some work [4] also say source accuracy is unreliable in the face of large domain gaps. I think table 3 shows the same result. Better to cite [4] and add their observation.
2. Why not look at agreement-on-the-line [5]? This is known to be a good way of assessing performance on the target domain without having labels. For example, A-Line [6] seems to have good performance on TTA tasks. This should also be considered as a model selection method.
**Section 4.1, datasets**
1. Missing some key datasets such as ImageNet-A [7], CIFAR-10.1 [8]. It is important to consider ImageNet-A (to show TTA’s performance on adversarial examples) and CIFAR-10.1, to show TTA’s performance on CIFAR-10 examples where the shift is natural, i.e., not corruptions. Prior work such as MEMO [1] has used some of these datasets.
**Section 4.3, experimental setup**
1. The architecture suite that is used is limited in size. Only ResNext-29 and ResNet-50 are used. Since the paper’s goal is to say something rigorous about model selection strategies, it is important to try more architectures to have a comprehensive result. At least some vision-transformer architecture is required to make the results strong. I would suggest trying RVT-small [12] or ViT-B/32 [13].
Why do the authors use SGD as an optimizer for all tasks? It is previously shown that [14] SGD often performs worse for more modern architectures. The original TENT [15] paper also claims they use SGD for ImageNet and for everything else they use Adam [16].
**Section 5, results**
1. (Table 1) It might be easier if the texts mention that each row represent one method, and each column represents one model selection strategy. When the authors say “green” represents the best number, they mean “within a row”.
2. (Different methods’ ranking under different selection strategies) The results here are not clear and hard to read. How many times does one method outperform the other, when considering all different surrogate based metrics across all datasets? If the goal is to show consistency of AdaContrast as mentioned in the introduction, a better way of presenting this might be making something similar to table 1 of [17].
3. What does the **Median** column in Table 2 and 3 represent? There is no explanation given for this in paper.
4. I assume the 4 surrogate strategies are: S-Acc, Cross-Acc, Ent and Con. If so, then the statement **“While EATA is significantly the best under the oracle selection strategy (49.99 on average) it is outperformed for example by Tent (5th method using oracle selection) when using 3 out of 4 surrogate-based metrics”** is clearly False according to the last section of Table 2: Tent > EATA on Cross-Acc and Con, but EATA > Tent when using S-Acc and Ent.
5. **(Performance of TTA methods)** This is an interesting observation, that using non-standard benchmarks breaks a lot of popular TTA methods. If the authors can evaluate TTA on more conditions of natural distribution shift, like WILDS [9], it could really strengthen the paper.",5.0,4,"the review point is fully grounded as it explicitly discusses 'the performance of tta methods' and possibly relating to observations made in the experiment section in the paper. although it references non-standard benchmarks and suggests evaluating under different conditions (citing wilds [9] as an example), it could be clearer in terms of specificity. while it suggests testing under more conditions of natural distribution shift, it does not clarify what specific shortcomings or issues were identified under the non-standard benchmarks used that need addressing. therefore, it is fully grounded but under-specific.",5,"the review point is fully grounded as it explicitly mentions the evaluation of tta (test-time adaptation) methods. it is clear that the comment addresses the performance of tta methods when using non-standard benchmarks. furthermore, it is specific as it suggests evaluating tta on more conditions of natural distribution shift, such as wilds, to strengthen the paper. the review point provides a clear and actionable suggestion for the authors to improve their paper by addressing a specific and identifiable issue.",3,"the comment is weakly grounded because it does not specify where in the paper the observation about tta methods using non-standard benchmarks is made. however, it is specific in suggesting an improvement by evaluating tta on more conditions of natural distribution shift, such as those found in wilds."
