paper_id,venue,focused_review,point,id,chatgpt_discard
NIPS_2021_2168,NIPS_2021,"1.The motivation to investigate a graph structured model is to capture the global dependency structure in the sentence which different from existing sequence models that tend to focus on the dependency between each word and its close preceding words. However,the encoder and decoder is based on Transformer，which can draw global dependencies in sentence. Therefore, I am a bit confused about the complex approach of this article.
2.Table3 does not use the C3D feature to do the experiment, I think this paper should compare the result of C3D features in MSR-VTT with [1].On the MSR-VTT dataset, the performance of the method has not improved much on CIDEr, within 0.3%.
3.In the ablation experiment, the performance without reinforcement learning dropped lower than without dependency tree.The two tables do not list the cases where dependency tree and RL are not used.
4.Constructing the generation tree, constructing the ground-truth dependency trees, calculating loss and reward all consume many computing resources. Is the time cost of the training process large?
[1] Zhang at al.Object Relational Graph with Teacher-Recommended Learning for Video Captioning.CVPR'2020 Typos:e.g.The last two rows of table3 are wrongly blackened on the METEOR on dataset MSR-VTT.","2.Table3 does not use the C3D feature to do the experiment, I think this paper should compare the result of C3D features in MSR-VTT with [1].On the MSR-VTT dataset, the performance of the method has not improved much on CIDEr, within 0.3%.",920,0
NIPS_2021_472,NIPS_2021,"Weakness
My main concerns are two folds.
1. The supports for the claims are not sufficient.
1.1 The coexistence of label noise and class imbalance and not explicitly handled in the experiment.
The authors repeatedly claim that one of the important problems in the real-world setting is the coexistence of label noise and class imbalance (L1, L24-25), and their GDW simultaneously mitigates these problems (L6, L300-301). However, these two issues are handled separately in the experiment, which is not good for supporting the above-mentioned claim.
1.2 The effectiveness of the proposed method in class-imbalance case seems marginal
Looking at the standard deviations, the proposed method is not significantly better than the existing methods. Is there any analysis on why the method works fine in label-nose setting whereas shows relatively lower performance in class-imbalance setting?
1.3 Figure 5 and L229-232
The meaning of “target” is not clear as I later point out in more detail. Therefore, it is not clear for me what w n t n
includes. L232 says it represents the importance of the “not bird”, but how about the “dog”? I think decreasing the weight of the “dog” gradient is as important as decreasing the weight of “not cat” in the case of Figure 1.
In addition, it is better to show w t t c
, too, for the completeness.
1.4 Figure 6
How about the ratio trend of the number of increased w 8
on C1-C7, and C8? I think C8 instances should receive lower weights not only in the shown case, but also when C1-C7 instances are used in the training. Similarly, they should receive larger weights when C8 instances are used in the training. How is the same analysis for w 9
on C1-C8 and C9? Showing only one example is not sufficient.
1.5 L248-249: “We have also tried training without the zero-mean constraint in Section 3.3 and got poor results.”
Just “got poor results” is not enough as an evidence of the importance of zero-mean constraint. Please show it quantitatively.
2. Some parts of the paper are not clear enough.
2.1 L131-132 `Specifically, GDW tries to downweight the gradient flows for ""dog"" and ""not cat"", and upweight the gradient flow for ""not bird"".’
I understand what the proposed method aims to do. However I do not think the reason why such a thing is possible is clearly explained. Please explain the intuition behind this.
2.2 Section 3.3 is not clear
L136: What does “retain the Softmax-CrossEntropy loss structure” mean? What is the motivation to do so?
L138: What does “the target (label) position” mean? Especially in noisy label case, does “target” mean a true category or wrongly labeled ground-truth category? For example in Figure 1, what does “target” represent? Without precisely understand what is “target”, I cannot judge the soundness of equation 3 and subsequent discussion. For now, I can only understand equation 3 holds true if w t = w j .
2.3 equation 11
I think it is better to explicitly write down what g i
exactly denotes in the equation. No.
It is recommended to discuss the limitation of the method more deeply in the main body of the paper. For example, the proposed method is tested only in label-noise case and in class-imbalance case separately. I think this is one of the limitation of the paper.
The authors did not discuss any potential negative societal impacts. Therefore, the answer to this question in the checklist should be [No] rather than [N/A]. Any kinds of works can be used in an undesirable manner regardless of the authors’ intention. For example, the method may be used to intentionally increase the bias since it can handle class-level information. It is important to discuss the possible negative aspects (and hopefully how to cope with them).","2. Some parts of the paper are not clear enough. 2.1 L131-132 `Specifically, GDW tries to downweight the gradient flows for ""dog"" and ""not cat"", and upweight the gradient flow for ""not bird"".’ I understand what the proposed method aims to do. However I do not think the reason why such a thing is possible is clearly explained. Please explain the intuition behind this. 2.2 Section 3.3 is not clear L136: What does “retain the Softmax-CrossEntropy loss structure” mean? What is the motivation to do so?",921,0
NIPS_2021_2291,NIPS_2021,"- As discussed in Line 108, one of the main difference between the proposed YOLOS and DETR is that DETR uses a randomly initialized transformer while YOLOS utilizes pre-trained ViT. However, there are some prior works that discuss the pre-training of DETR, such as UP-DETR [Dai et. al, CVPR 2021]. What is the difference between the proposed method and these DETR pre-training method? Why the proposed method might be better? - There are also some prior methods that discuss and conclude that the decoder is not necessary for transformer-based object detection [Rethinking Transformer-based Set Prediction for Object Detection, arXiv 2020]. What is the different between the proposed YOLOS and these prior encoder-only transformer-based detectors? - Though the authors claim that YOLOS is not designed to be yet another high-performance object detector, the performance is not quite competitive with state-of-the-arts detectors, especially compared with DETR. - I do not quite understand how the visualization in Figure 2 comes to the conclusion of “We observe that each [DET] token learns to specialize on certain regions and sizes.” - I am quite confused with the model scaling part. What does f(Lin.)/f(Att.) actually impact the scaling strategy? Can I conclude from the section “Towards Better Bigger Transformer” that the proposed scaling method is not suitable for YOLOS?
I have mixed evaluation for this manuscript and my initial rating is around borderline. On one hand, I do think that the topic discussed in this paper is quite interesting. But on the other hand, the proposed YOLOS does not present much novel design and the performance is also not quite strong.
The limitations have been discussed in the last section of the paper.","- There are also some prior methods that discuss and conclude that the decoder is not necessary for transformer-based object detection [Rethinking Transformer-based Set Prediction for Object Detection, arXiv 2020]. What is the different between the proposed YOLOS and these prior encoder-only transformer-based detectors?",922,0
NIPS_2021_2304,NIPS_2021,"There are four limitations: 1. In this experiment, single dataset training and single dataset testing cannot verify the generalizable ability of models, it should conduct experiments on large-scale datasets. 2. The efficiency of such pairwise matching is very low, making it difficult to be used in practical application systems. 3. I hope to see that you can compare your model with ResNet-IBN / ResNet of FastReID, which is practical work in the person Reid task. 4. I think the authors only use the transformer to achieve the local matching, therefore, the contribution is limited.","4. I think the authors only use the transformer to achieve the local matching, therefore, the contribution is limited.",923,0
NIPS_2022_1034,NIPS_2022,"1.The derivation process and the presentation need to be improved. Some important symbol annotations or explanation is missing during the algorithm description, which make readers hard to follow the derivation process. For example, in the equation (9), some important symbol annotations are missing, e.g. ‘s’, ‘R’. It is difficult for readers to catch up the derivation, and the derivation of p(k) is crucial to the following interpretation. 2.Some pitfalls in the paper: a) in line 100, “are i.i.d samples from.” ; b) in equation (6) one of /psi is written as /phi; c)line 185, the C’ in text are in wrong format.
The paper didn't address the limitation and potential negative societal impact of the work.","2.Some pitfalls in the paper: a) in line 100, “are i.i.d samples from.” ; b) in equation (6) one of /psi is written as /phi; c)line 185, the C’ in text are in wrong format. The paper didn't address the limitation and potential negative societal impact of the work.",924,0
NIPS_2022_2414,NIPS_2022,"- The explanation of the proposed method is poor. The authors have to make a better job at explaining their method. Eq. (3) and the update on p(v*) has to be better explained.
- Section 2.1 is poorly explained. It is not clear the connections with other methods.
- The experimental section is a bit weak. Strengths:
- Nice theoretical results are derived for the proposed method.
The authors have indicated that they have described the limitations of their method. However, they do not indicate where in the manuscript.",- Section 2.1 is poorly explained. It is not clear the connections with other methods.,925,0
NIPS_2022_1350,NIPS_2022,"1.The comparison objects selected in the comparison experiment are very old, and the performance has not been greatly improved.
2.Poor effect in deep network model.
3.Insufficient experiments in image segmentation.
The idea is very good, but I need better experimental results to support it.","1.The comparison objects selected in the comparison experiment are very old, and the performance has not been greatly improved.",926,0
NIPS_2022_2697,NIPS_2022,"Weakness
-Although the proposed sampling method and its corresponding backpropagation process is sound and promising, the paper lacks the experiments to validate its effectiveness:
1.The method is only evaluated on a single scene (Lego)
2.The method is only compared to the base NeRF. There are works on speeding up NeRF without sacrificing performance during both training and rendering (eg. Plenoxel NeRF). How does this method compare those methods? And more importantly, can the method be plugged into those methods for further speed-up? Without the corresponding experiment, those questions can hardly be answered.
3.Key experiment missing for trade-off between speed and reconstruction quality: How is reconstruction quality degrades with the decrease # of samples (ie. speed-up) by using the proposed method?
4.Related to the missing speed-quality trade-off: From Tab.2, the estimation time per iteration increases with the number of points in the splines and exceeds the baseline at around 16 points. So the question is how does the reconstruction quality compare with the baseline at around 16 sampling points. The paper does not include the quality comparison .
5.Comparison to other SOTA method missing: How is the proposed method compared to the SOTA NeRF methods in terms of reconstruction quality and computational and memory consumption
-Paper needs more refinement: There are multiple question marks in the paper due to error in reference.
Experiment is performed on only one scene. So it’s unknown whether this method is finetuned for that scene or more general.
From L131-133, the sampling grid t_0<...<t_m cannot be guaranteed to cover the non-empty space.",3.Key experiment missing for trade-off between speed and reconstruction quality: How is reconstruction quality degrades with the decrease # of samples (ie. speed-up) by using the proposed method?,927,0
NIPS_2022_1035,NIPS_2022,"] 1. The minimum patch size can be one to be added in Table 4, which can be the comparison in the per-pixel setting. 2. The experiment about time cost can be added to verify the superiority of the PAR. 3. This method is to reduce the size of the adversarial noise, but in practical applications, reducing the number of queries is a more important goal that needs to be optimized.",2. The experiment about time cost can be added to verify the superiority of the PAR.,928,0
NIPS_2022_2696,NIPS_2022,"Weakness: 1. In my view, training data and evaluation data should be isolated completely. That is, there should be a certain mount streams and items haven’t happened in the meta-tasks. Therefore, sampling training set and evaluating set from the same pool is not sufficient enough to prove the generalization. 2. The references and baselines are out of date, more researches of recent years should be covered. And it is easy to get a lot of results if you search items like “Item Frequencies of Data Streams”. 3. One advantage of meta-learning is that it could find better params of network faster and more efficiently. So I believe the efficiency is also a good sight of this model and it should be contained in the experiment.","2. The references and baselines are out of date, more researches of recent years should be covered. And it is easy to get a lot of results if you search items like “Item Frequencies of Data Streams”.",929,0
NIPS_2022_2452,NIPS_2022,"Weakness:
The proposed new methods appear to have marginal improvements over current results, although the current best one - Stochastic Mixup & CutMix also supports their claims.
Some of the parts could be written in a better manner, e.g., the explanation in Fig. 4.
This paper claims that Mixup & CutMix are good for different cases. But it only provides the results of their proposed methods when CutMix is the better choice. It would be better to provide the case when Mixup is alternatively the better choice to further support that the proposed methods combine the advantages of both these two methods.
The captions of figures could be more detailed.",4. This paper claims that Mixup & CutMix are good for different cases. But it only provides the results of their proposed methods when CutMix is the better choice. It would be better to provide the case when Mixup is alternatively the better choice to further support that the proposed methods combine the advantages of both these two methods. The captions of figures could be more detailed.,930,0
NIPS_2022_2390,NIPS_2022,"• The strong results come with a major caveat: the ViT-small and Swin-tiny architectures have 22M and 29M parameters respectively, while the compared baselines are almost entirely based on ResNet12, which by my recollection has only 12M parameters. While this is still less than the widely-used WRN-28-10 backbone (36.5M params), I worry that the comparisons presented in the paper are apples-to-oranges. The difference in model size should be discussed and addressed.
• Use of vision transformers for few shot classification deserves an empirical study all on its own. Understandably this is not provided here, but because of this it is unclear to what degree improvement is coming from the token reweighting scheme (in theory compatible with existing convolutional architectures) vs the vision transformer backbone (in theory compatible with existing few-shot classifiers). For example, how does the token reweighting scheme compare to simply training a linear classifier head on the support features from a vision transformer? Admittedly, a full comparison along both these axes would be clearly out of scope here.
• Similarly, there is no ablation study provided for the impact of token reweighting vs the logsumexp aggregation scheme. How much better is logsumexp aggregation than direct addition, for example, which would correspond to basic prototype comparison with reweighted averages on each prototype? More broadly, it appears that the token reweighting scheme is broadly compatible with many existing token-to-token classifiers such as CTX and FRN, and it is not clear how the logsumexp aggregator compares.
• More generally, the approach, while straightforward and sensible, does contain a few design choices that are not fully explained or empirically justified (for example, in addition to above, the choice of token similarity metric).
• A slightly relevant omitted citation: the masked inner token reweighting scheme might possibly owe some conceptual debt to Batch Folding from [Few Shot Learning with Localization in Realistic Settings, CVPR2019], which also models a support-to-support classification task with an identical image-masked leave-one-out scheme (though admittedly implemented quite differently).
The analysis of 1-shot effectiveness and discussion of smaller training datasets is insightful. The entanglement of vision transformer benefits with token reweighting benefits in presented results is not discussed. Societal impacts are not discussed, though do not extend beyond those of few-shot learning in general.","• Use of vision transformers for few shot classification deserves an empirical study all on its own. Understandably this is not provided here, but because of this it is unclear to what degree improvement is coming from the token reweighting scheme (in theory compatible with existing convolutional architectures) vs the vision transformer backbone (in theory compatible with existing few-shot classifiers). For example, how does the token reweighting scheme compare to simply training a linear classifier head on the support features from a vision transformer? Admittedly, a full comparison along both these axes would be clearly out of scope here.",931,0
NIPS_2022_2617,NIPS_2022,"The essentialness of using orthogonal matrix is not studied. The whole OSA process 1. connects tokens within local windows with local window token orthogonalization, is serves as MLP layer within local windows, except the weight matrix of MLP is naturally orthogonal. 2. Connects tokens beyond local windows by forming new groups across previous local window. 3. Token reverse as the inverse of orthogonal matrix is easy to get, just the transpose of the matrix. Step 2 can be done regardless of the weight matrix of this local window MLP is orthogonal or not. Step 3 is the vital part that only orthogonal matrix weight can perform, I believe this should be studied, which is not presented, for validating the essentialness of using orthogonal matrix rather than just following the form that connects local and connects beyond local windows.",2. Connects tokens beyond local windows by forming new groups across previous local window.,932,1
NIPS_2022_2049,NIPS_2022,"Technical originality: The technical originality of the paper is marginal. The proposed method is an extension to damping belief propagation. Leveraging attentions to weight messages has been widely explored in different tasks [a].
[a] Zhang, Li, et al. ""Dynamic graph message passing networks."" Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition. 2020.
Quality: The quality of the paper can be improved in two aspects: 1) there are missing related works; 2) the proposed method is overall lack of theoretical justifications.
Significance: The proposed DABP outperforms SOTA baselines only marginally while the computing time is significantly longer than SOTA baselines. In Table 1, on small-work networks with |X|=100, DABP achieves cost 25.65 which is slightly better than DBP-SCFG (cost = 26.13). However, DABP takes 7m31s while DBP-SCFG only takes 2m10s. The proposed training objective (Eq. 14) seems to be of high computational complexity.
I detail my comments on the weaknesses in the Question section below.
The authors provide discussions on possible limitations of the proposed method.","2) the proposed method is overall lack of theoretical justifications. Significance: The proposed DABP outperforms SOTA baselines only marginally while the computing time is significantly longer than SOTA baselines. In Table 1, on small-work networks with |X|=100, DABP achieves cost 25.65 which is slightly better than DBP-SCFG (cost = 26.13). However, DABP takes 7m31s while DBP-SCFG only takes 2m10s. The proposed training objective (Eq. 14) seems to be of high computational complexity. I detail my comments on the weaknesses in the Question section below. The authors provide discussions on possible limitations of the proposed method.",933,0
NIPS_2022_1479,NIPS_2022,"1.The framework is based on the assumption that (as in L192) Tu will have higher entropy than Tk, which might be too strong to hold.
2.Domain adversarial learning is known to be unstable during optimization and lacks interpretability.
The limitations stated in the supplementary materials, i.e., suppL281 – 289, are the limitations for the general DA problem, but not specifically for their own methods. It is the current paradigm of DA that cannot tackle streamlined data gathering and needs sufficient source domain categories, not just for this paper. More concrete limitations of the proposed methods in this paper are recommended included.","1.The framework is based on the assumption that (as in L192) Tu will have higher entropy than Tk, which might be too strong to hold.",934,0
NIPS_2022_1830,NIPS_2022,"- For me the main weakness of the paper is the partial information bound. While the generality is nice, it also does not seem to give the optimal rate in the standard bandit setting ($B=1$) and the best I can get is a $O(T^{2/3})$ bound, where I hide dependency on $N$. This also makes me believe that the approach does not give satisfactory results in the cases where $B>1$, although I do not have a point of reference for these cases.
- The authors show a lower bound only for the full feedback setting and as the authors acknowledge this result is weak. It would have been nice to have a stronger one, to better understand the nature of the problem.
- The authors provide a regret bound for \textit{OG} which uses \textit{Follow the Top Perturbed Leaders} as a subroutine in the full feedback setting, but they do not for the partial feedback setting. They do give a hint for the adaptation to the partial feedback setting and test its performance in the experiments, but it would have been a more complete work if they also provided the bound.
Minor comments
- In lines 156 to 165 I have trouble understanding the role of $S_t$ versus $S_t^*$. I think $S_t$ should be $S_t^*$, or can they be used interchangeably?
- Typo for the first character at line 363.
- The acronym for follow the top perturbed leader is a bit unfortunate as in literature FTL usually means Follow the Leader. Perhaps a change of acronym is in order.
- In line 160, it seems that the second strict inequality should be an equality
The authors have adequately addressed the limitations and potential negative societal impact of their work.",- The acronym for follow the top perturbed leader is a bit unfortunate as in literature FTL usually means Follow the Leader. Perhaps a change of acronym is in order.,935,0
NIPS_2022_1994,NIPS_2022,"Please note that below are only for questions and potential discussions. There is no need to rerun experiments during the rebuttal phase.
1. About experiments
It seems that, in some cases, improvements compared with C-learning are minor (Fig. 5). Can the authors give some explanation. Meanwhile, why not compare with other contrastive learning approaches in RL mentioned in the early sections?
2. About other common challenges in goal-conditioned RL
Can this approach tackle common challenges in goal-conditioned RL, especially for off-line datasets? e.g., the generalization ability to different distributions.
3. Minor typos
-> Line 107: π ( τ ∣ S t ) -> π ( τ ∣ S g ) ;
-> Eq. 4: consider using another color, the current v +
is hard to recognize when print out the paper to read.
The authors mentioned the limitations in the paper, mainly about how to generalize the work into other RL settings. I think this would be the potential direction for future works. I raise a few questions, which are more like vague points instead of limitations. I think this is a decent paper and I would vote for acceptance.","1. About experiments It seems that, in some cases, improvements compared with C-learning are minor (Fig. 5). Can the authors give some explanation. Meanwhile, why not compare with other contrastive learning approaches in RL mentioned in the early sections?",936,0
NIPS_2022_934,NIPS_2022,"] 1.Besides objects (or semantic parts), the background is an important and large part contained in images. This paper does not discuss how to deal with the background. If we regard the semantic parts as the visual analog of words, what is the background for? How should we treat it?
2.I am wondering why this paper chooses the masking training strategy to validate its idea (i.e., semantic parts of objects are the visual analogue of words). Are there any other tasks related to this idea? In addition, what is the relationship between the idea and the masking strategy (i.e., masking parts from intra-part patterns to inter-part)? These questions were not well explained?
Yes, the authors adequately discussed the limitations of this paper. Meanwhile, potential negative societal impacts are not found yet.","2.I am wondering why this paper chooses the masking training strategy to validate its idea (i.e., semantic parts of objects are the visual analogue of words). Are there any other tasks related to this idea? In addition, what is the relationship between the idea and the masking strategy (i.e., masking parts from intra-part patterns to inter-part)? These questions were not well explained? Yes, the authors adequately discussed the limitations of this paper. Meanwhile, potential negative societal impacts are not found yet.",937,0
NIPS_2022_1592,NIPS_2022,"1) It states the connections with the existing methods, while it is better to validate the connections by experiments. 2) It lacks comparisons, making it hard to judge its advancement. 3) It is better to provide the statistic for the relationship between the Lagrange multiplier and the perceptual quality. 4) The original performance of R in Table 1 is positive infinity, and the following values are not informative. Equation 6 can be modified by adding a regular term to the denominator to make the original performance a positive real number. 5) SSIM is a higher the better metric, and it should be stated in the text whether (1-SSIM) or -SSIM is used as the D","4) The original performance of R in Table 1 is positive infinity, and the following values are not informative. Equation 6 can be modified by adding a regular term to the denominator to make the original performance a positive real number.",938,0
NIPS_2022_1430,NIPS_2022,"Weakness:
One major issue with this paper is clarity of text and definitions. Examples:
Use of <s> as star token: this symbol is widely used as start-of-sentence in the literature
Equation 3, P ( < s > | x ) = ∑ y ∈ A P ( y | x )
, I think there should be some notion of time in this equation, otherwise I am not sure if rest of model makes sense. Second, if this is time dependent posterior, is it simply 1.0 - P(<b> | x, t)?
text issues:page 5, ""is is useful think ...""
Many issues in Table1: 4.a row starting with ""TRANSFORMER[36]"": there is some number under LM (2.5/5.9), what does this mean? 4.b one to the last row, there is 0.1/5.9, does this model perform 0.1 on clean or is it a typo?
The definition of the randomly split the words in bottom of page 6 is not clear to me.
The notation pDrop, how about p_drop ?
Another major concern I have is the significance of modeling presented in this paper. I think the change is not very far from original CTC, it only changes state transition of CTC, this can be done for any other model, like RNNT. While important, I am not sure if it is significant.
Finally, there is a major concern about baseline comparisons:
All the experiments presented are on simulated dataset created by authors, no previous numbers are reported on these partially labeled dataset. The main comparison is with fully labeled data. I don't think this sufficiently evaluate STC. Why not reporting some number on some other datasets, like the ones presented in reference 2 or 3.
STC is not compared against other methods for recovering partially labeled data. For example one baseline can be creating pseudo label from CTC + LM for missing labeled and train with partial+pseudo labels. Maybe this will do as good as STC?","4.a row starting with ""TRANSFORMER[36]"": there is some number under LM (2.5/5.9), what does this mean?",939,0
NIPS_2022_2367,NIPS_2022,"1) Since this method needs a forward-backward training process, does it require more time to train the network? How many extra parameters are introduced in the newly proposed method compared with the previously proposed method VolMinNet[13]? 2) This paper states that it tries to estimate the transition matrix under the sufficiently scattered assumption, what’s the difference between this assumption and the previous anchor point assumption?","2) This paper states that it tries to estimate the transition matrix under the sufficiently scattered assumption, what’s the difference between this assumption and the previous anchor point assumption?",940,0
NIPS_2022_2398,NIPS_2022,"Details are missing, especially about the baseline and it weakens the compelling results. 1) KPT is a method to expand the verbalizers, what verbalizers did you get? I don't understand why the results would be worse than LM-BFF as it seems to be LM-BFF + additional verbalizers? 2) For LM-BFF, how did you get the scores with demonstrations in a zero-shot setting?
Some design choices are not well justified or ablated: 1) Why specifically use FocalLoss? How does it compare to a linear combination of the original cross-entropy loss and a KNN loss similar to KNN-LM and it would be closer to the retrieval setup during test time? 2) Why does neural demonstration happen at the embedding layer?
Yes, the authors discuss about efficiency overhead of the proposed method in appendix.",1) Why specifically use FocalLoss? How does it compare to a linear combination of the original cross-entropy loss and a KNN loss similar to KNN-LM and it would be closer to the retrieval setup during test time?,941,0
NIPS_2022_1716,NIPS_2022,"I don’t see any potential negative societal impact in this work.
[1] Van de Panne, Michiel, Ryan Kim, and Eugene Fiume. ""Virtual wind-up toys for animation."" In Graphics Interface, pp. 208-208. CANADIAN INFORMATION PROCESSING SOCIETY, 1994. [2] Holden, Daniel, Taku Komura, and Jun Saito. ""Phase-functioned neural networks for character control."" ACM Transactions on Graphics (TOG) 36, no. 4 (2017): 1-13. [3] Lillicrap, Timothy P., Daniel Cownden, Douglas B. Tweed, and Colin J. Akerman. ""Random synaptic feedback weights support error backpropagation for deep learning."" Nature communications 7, no. 1 (2016): 1-10. [4] Nøkland, Arild. ""Direct feedback alignment provides learning in deep neural networks."" Advances in neural information processing systems 29 (2016). [5] Frenkel, Charlotte, Martin Lefebvre, and David Bol. ""Learning without feedback: Fixed random learning signals allow for feedforward training of deep neural networks."" Frontiers in neuroscience 15 (2021): 629892.","1 (2016): 1-10. [4] Nøkland, Arild. ""Direct feedback alignment provides learning in deep neural networks."" Advances in neural information processing systems 29 (2016). [5] Frenkel, Charlotte, Martin Lefebvre, and David Bol. ""Learning without feedback: Fixed random learning signals allow for feedforward training of deep neural networks."" Frontiers in neuroscience 15 (2021): 629892.",942,1
NIPS_2022_2411,NIPS_2022,"Weakness:
It is great that the generated 3D textured meshes can be directly used in the production tools like Blender. I wonder how the texture is represented in the final output as I don't think these tools can utilize texture fields? Is it easy to get the UV map from the proposed model? Or does ""texture"" only mean ""colored vertices""?
Based on Table 1, [46] actually is closer to what the authors proposed in this paper (without the texture part though). Why [46] is excluded from the comparison?
What is the illumination model in the differentiable rendering part? If I understand correctly, it is a Phone model with only 1.0 ambient lighting.
Though in L255, the authors claimed that ""hence the subdivision cannot provide further improvements"", in Table 2, subdiv actually hurts the performance seriously. Any idea?
Shape interpolation is impressive. It would be great to see the texture interpolation as well (though the title of Fig 6 is shape interpolation, the texture has also changed...why...).
The authors listed two major limitations in their work: 1. the evaluation was done on the synthetic data only and 2. per category training. The authors also discussed the potential social impact of their work applying on privacy or biased data. All these sound sufficient to me.",1. the evaluation was done on the synthetic data only and 2. per category training. The authors also discussed the potential social impact of their work applying on privacy or biased data. All these sound sufficient to me.,943,1
NIPS_2022_2686,NIPS_2022,"Weakness:
1.The technical contribution is somewhat weak in my view. The authors leverage the discretized error types to incorporate the entire confusion matrix, but many steps of the proofs mainly follow existing results.
2.For the minor problems, there are some flaws in the paper, e.g., incorrect citations in L13 in the paper.","2.For the minor problems, there are some flaws in the paper, e.g., incorrect citations in L13 in the paper.",944,0
NIPS_2022_1200,NIPS_2022,"Weakness: Originality:
1.I want to know if this paper is the first time to study the problem of the robust collaborative inference, where there are both arbitrary agents and adversarial agents. The arbitrary agents are easy to identify. However, I’m afraid the proposed method achieves a similar performance to identify the adversarial agents compared with baselines.
From Eq.(5), the framework aims to find a combined feature l
which is on the manifold and is near h
. The manifold projection could get a similar results for the adversarial sub-features. Could the authors discuss more about it? Writtings:
1.After so many times of reading, I guess I understand this paper. The authors introduce their method in Section 2.3, which is very simple. However, it relies block-sparse structure which is detailed stated in Section4. This could cause confuse when understanding the proposed method.
2.The notations are confusing. For example, h and l
both denote the feature. Why not use a letter (or with its variants)?
the citation format may be ICLR rather NeurIPS.
Theoretical analysis:
1.This paper provides an extensive theoretical analysis. In fact, I suggest the authors discuss more what the analysis means. Compared with baselines, why CoPur could do better.
2.Could the authors give an intuitive explanation about the effect of the sparsity α
on CoPur? Experiments:
1.From the ablation studies, CoPur achieves a better performance compared with the manifold projection, what if there are different Ω c
and different Ω a d v ?
2.More analysis is helpful, for example, The comparison on optimization efficiency.
The authors discuss the limitations in Appendix. I have no other suggestions.","2.More analysis is helpful, for example, The comparison on optimization efficiency. The authors discuss the limitations in Appendix. I have no other suggestions.",945,1
NIPS_2022_1890,NIPS_2022,"I do not understand how MESA is only 15% more expensive than standard training. If I am understanding correctly, MESA requires a forward pass through both the EMA weights and the standard weights. Doesn't this require two forward passes where there was previously only one?
It seems like free should not be in the name of SAF because there is an additional memory overhead (minor)
I did not understand very well how SAF and MESA relate to SAM. In particular, Equation 8 is not well motivated and I did not see where the KL came from.
I have a few concerns with the ResNet baselines: 1) The ResNet baseline for SAM is below that reported in the SAM paper -- could this perhaps be because perturbations are synced? 2) Modern ResNets, e.g. with techniques from the timm library which is the library used in this paper can get to 80% accuracy (https://arxiv.org/pdf/2110.00476.pdf). Are the methods presented in this paper additive with these modern approaches?
The paper claims to address this in Section 3.3 but a revision could benefit from an explicit limitations section (minor).","2) Modern ResNets, e.g. with techniques from the timm library which is the library used in this paper can get to 80% accuracy (https://arxiv.org/pdf/2110.00476.pdf). Are the methods presented in this paper additive with these modern approaches? The paper claims to address this in Section 3.3 but a revision could benefit from an explicit limitations section (minor).",946,0
